,timestamp,value,anomaly_score,label
0,2011-07-01 00:00:01,0.0819647355163999,0.0,0
1,2011-07-01 01:00:01,0.0989722357526,0.0,0
2,2011-07-01 02:00:01,0.0653139485883,0.0,0
3,2011-07-01 03:00:01,0.0706628339533,0.0,0
4,2011-07-01 04:00:01,0.102490196078,0.0,0
5,2011-07-01 05:00:01,0.123394648829,0.0,0
6,2011-07-01 06:00:01,0.153045112782,0.0,0
7,2011-07-01 07:00:01,0.148321513002,0.0,0
8,2011-07-01 08:00:01,0.218257756563,0.0,0
9,2011-07-01 09:00:01,0.226597938144,0.0,0
10,2011-07-01 10:00:01,0.174045801527,0.0,0
11,2011-07-01 11:00:01,0.159901960784,0.0,0
12,2011-07-01 12:00:01,0.145626477541,0.0,0
13,2011-07-01 13:00:01,0.143828571429,0.0,0
14,2011-07-01 14:00:01,0.136604651163,0.0,0
15,2011-07-01 15:00:01,0.134952494062,0.0,0
16,2011-07-01 16:00:01,0.112707774799,0.0,0
17,2011-07-01 17:00:01,0.103763277693,0.0,0
18,2011-07-01 18:00:01,0.0987147766323,0.0,0
19,2011-07-01 19:00:01,0.0916247582205,0.0,0
20,2011-07-01 20:00:01,0.0804951690821,0.0,0
21,2011-07-01 21:00:01,0.0845783926218999,0.0,0
22,2011-07-01 22:00:01,0.0866643159379,0.0,0
23,2011-07-01 23:00:01,0.0988316679477,0.0,0
24,2011-07-02 00:00:01,0.11795614722,0.0,0
25,2011-07-02 01:00:01,0.0909769230769,0.0,0
26,2011-07-02 02:00:01,0.0843243243243,0.0,0
27,2011-07-02 03:00:01,0.0694744820616,0.0,0
28,2011-07-02 04:00:01,0.0712875751503,0.0,0
29,2011-07-02 05:00:01,0.0738199181446,0.0,0
30,2011-07-02 06:00:01,0.113498134328,0.0,0
31,2011-07-02 07:00:01,0.141458064516,0.0,0
32,2011-07-02 08:00:01,0.189128787879,0.0,0
33,2011-07-02 09:00:01,0.151339712919,0.0,0
34,2011-07-02 10:00:01,0.155231143552,0.0,0
35,2011-07-02 11:00:01,0.14298245614,0.0,0
36,2011-07-02 12:00:01,0.144218181818,0.0,0
37,2011-07-02 13:00:01,0.143366500829,0.0,0
38,2011-07-02 14:00:01,0.152361516035,0.0,0
39,2011-07-02 15:00:01,0.143050228311,0.0,0
40,2011-07-02 16:00:01,0.102183828611,0.0,0
41,2011-07-02 17:00:01,0.0924731182796,0.0,0
42,2011-07-02 18:00:01,0.0764556962024999,0.0,0
43,2011-07-02 19:00:01,0.0743530192435,0.0,0
44,2011-07-02 20:00:01,0.0709893842887,0.0,0
45,2011-07-02 21:00:01,0.0571908831909,0.0,0
46,2011-07-02 22:00:01,0.0629096362954999,0.0,0
47,2011-07-02 23:00:01,0.065544768069,0.0,0
48,2011-07-03 00:00:01,0.0567160161507,0.0,0
49,2011-07-03 01:00:01,0.0587607170694,0.0,0
50,2011-07-03 02:00:01,0.0598788546256,0.0,0
51,2011-07-03 03:00:01,0.0512832369942,0.0,0
52,2011-07-03 04:00:01,0.0591086065574,0.0,0
53,2011-07-03 05:00:01,0.0691399082568999,0.0,0
54,2011-07-03 06:00:01,0.091963099631,0.0,0
55,2011-07-03 07:00:01,0.124621212121,0.0,0
56,2011-07-03 08:00:01,0.218095238095,0.0,0
57,2011-07-03 09:00:01,0.172130325815,0.0,0
58,2011-07-03 10:00:01,0.142936288089,0.0,0
59,2011-07-03 11:00:01,0.1473413897279999,0.0,0
60,2011-07-03 12:00:01,0.123138297872,0.0,0
61,2011-07-03 13:00:01,0.123795986622,0.0,0
62,2011-07-03 14:00:01,0.121458797327,0.0,0
63,2011-07-03 15:00:01,0.114387596899,0.0,0
