v0,v1,v2,v3,v4,v5,pattern,label,index
1.776951,-1.037636,-0.787673,-0.575289,-0.673833,-0.295634,0.0,0,0
-3.404258,-3.899125,-6.557813,0.639209,0.868259,-1.408924,0.0,0,1
-3.404258,-3.899125,-6.557813,0.639209,0.868259,-1.408924,0.0,0,2
-0.801217,-2.760521,-6.171901,-0.495387,-0.066584,-0.740418,0.0,0,3
-0.786538,-5.443711,-5.289081,-1.973559,-0.4581,-0.005327,0.0,0,4
-13.303806,-10.187007,12.152617,-1.422241,1.065349,1.448875,0.0,0,5
-6.032321,-4.861355,13.847973,1.225151,3.081522,2.668699,0.0,0,6
13.224278,5.755766,-11.325119,-0.950824,-0.673833,-0.026634,0.0,0,7
2.74141,5.270801,-4.866464,-1.835064,-0.713784,0.44212,0.0,0,8
3.767143,-2.91181,-12.457433,-1.869688,8.56008,4.394565,0.0,0,9
16.040968,11.6561,-15.089908,-9.582814,9.622765,-21.53603,0.0,0,10
-11.747022,11.550003,-15.966335,31.798004,5.571775,23.261896,0.0,0,11
11.954877,-6.311706,13.566314,-11.710849,-0.604586,3.670127,0.0,0,12
0.394451,5.583382,9.736556,-0.764388,-0.383526,-0.67117,0.0,0,13
-7.857423,1.892845,3.386982,0.045277,-0.354229,1.139924,0.0,0,14
-7.13152,4.856786,-2.908918,-0.447447,-0.162466,1.677925,0.0,0,15
5.603622,-4.010534,3.863351,1.717875,0.21307,0.314278,0.0,0,16
10.239021,-1.583466,5.872647,0.92419,0.034624,-0.950824,0.0,0,17
0.851931,3.538994,-0.402963,-0.02397,-0.00799,1.416914,0.0,0,18
-0.220921,4.443821,-2.074606,1.331686,-0.306288,1.661945,0.0,0,19
-0.513811,2.66502,-4.593732,1.060022,-0.367545,0.6472,0.0,0,20
2.903241,3.493954,-5.48942,0.19709,-0.689814,-1.534103,0.0,0,21
6.899432,3.207417,-5.247861,-1.454202,-2.141352,-3.893851,0.0,0,22
6.718454,2.888821,0.88392,-2.247886,-2.47161,-3.497008,0.0,0,23
-1.384882,-0.308262,0.606851,-3.140116,-0.367545,-1.720539,0.0,0,24
-1.897015,-3.100189,-0.964368,-3.933801,-0.324931,-1.169221,0.0,0,25
-1.196727,-5.318581,0.260619,-2.263867,-0.553982,-0.929517,0.0,0,26
3.934174,-5.113963,1.207711,-1.379627,-0.508704,-0.282318,0.0,0,27
4.634861,-2.009374,2.039864,-0.055931,-1.094646,1.115953,0.0,0,28
3.437243,2.76039,0.254854,4.309337,-0.23704,2.719303,0.0,0,29
0.947417,-0.613299,-2.280651,-0.953487,-0.354229,0.069248,0.0,0,30
-0.667641,3.410962,-2.833908,-2.578145,0.873586,-1.502142,0.0,0,31
8.798853,-3.262186,8.689935,-0.583279,1.914965,-1.805767,0.0,0,32
13.224246,-9.740384,8.610411,0.830972,3.081522,-0.921527,0.0,0,33
2.25366,-6.968132,2.965496,1.672598,2.753927,1.547419,0.0,0,34
17.728054,-12.01093,-15.914233,-0.772378,11.383254,1.38229,0.0,0,35
28.965567,0.628096,-17.42381,-8.60802,14.392865,6.290886,0.0,0,36
28.965567,0.628096,-17.42381,-8.60802,14.392865,6.290886,0.0,0,37
18.768755,11.997411,9.82685,-12.147642,-7.01266,10.115489,0.0,0,38
18.768755,11.997411,9.82685,-12.147642,-7.01266,10.115489,0.0,0,39
13.38781,-6.998681,1.077305,-1.054696,-1.787123,-2.546184,0.0,0,40
8.105703,-10.042694,0.4082,-4.085614,-1.57938,-4.029683,0.0,0,41
8.105703,-10.042694,0.4082,-4.085614,-1.57938,-4.029683,0.0,0,42
-3.98565,-6.906488,2.033537,-3.270622,-0.583279,-3.984405,0.0,0,43
-1.054249,-1.753674,0.922181,-1.912302,-0.20508,-1.491489,0.0,0,44
-6.472718,-0.359378,0.821231,-0.46609,0.370209,2.439649,0.0,0,45
-6.472718,-0.359378,0.821231,-0.46609,0.370209,2.439649,0.0,0,46
-5.012054,-1.197347,-1.19538,0.00799,-0.298298,2.876442,0.0,0,47
11.425302,-1.509622,-3.069998,2.636739,-0.825646,0.583279,0.0,0,48
0.882627,4.061513,-1.902715,-0.151812,0.178446,1.531439,0.0,0,49
-4.267019,6.888332,-0.089133,-1.190528,-0.506041,1.150577,0.0,0,50
3.329321,4.061324,-2.147666,0.002663,0.44212,0.67916,0.0,0,51
5.387359,-1.902201,3.513139,0.996101,0.945497,-1.083993,0.0,0,52
-5.245355,1.004067,1.429278,0.095881,0.380862,0.412823,0.0,0,53
-3.634637,-0.578495,-1.843462,0.077238,0.25302,0.751071,0.0,0,54
1.70045,-2.74322,-0.635619,0.857606,0.098545,1.3743,0.0,0,55
4.912211,-5.067468,-1.246068,0.66318,-0.141159,1.781796,0.0,0,56
4.89015,-3.133085,-1.080596,1.270429,-0.19709,1.35832,0.0,0,57
0.535663,0.69704,-4.438417,0.564635,0.138495,1.518122,0.0,0,58
0.548764,-1.582164,-3.270512,2.309144,0.290308,0.993438,0.0,0,59
2.518533,-0.960525,-0.664117,-0.431466,-0.394179,-0.119852,0.0,0,60
-5.743914,0.659615,3.791947,-1.270429,0.02397,0.391516,0.0,0,61
