v0,v1,v2,v3,v4,v5,pattern,label,index
3.134227,-4.909066,-3.118688,0.420813,-0.561972,0.354229,0.0,0,0
-1.525519,0.913081,-2.209425,-1.273092,-1.78446,-0.841626,0.0,0,1
0.195454,-0.210667,-1.654729,-0.783032,-1.313043,-0.588605,0.0,0,2
0.195454,-0.210667,-1.654729,-0.783032,-1.313043,-0.588605,0.0,0,3
0.195454,-0.210667,-1.654729,-0.783032,-1.313043,-0.588605,0.0,0,4
0.195454,-0.210667,-1.654729,-0.783032,-1.313043,-0.588605,0.0,0,5
1.405597,0.451688,-1.585076,0.002663,-0.799012,-0.415486,0.0,0,6
1.405597,0.451688,-1.585076,0.002663,-0.799012,-0.415486,0.0,0,7
-1.407429,-1.244223,1.827657,-0.559308,0.074574,-0.149149,0.0,0,8
-1.72831,2.862585,4.913072,2.210599,-0.250357,0.665843,0.0,0,9
0.772136,0.938427,8.323441,-1.566063,-5.579765,1.233142,0.0,0,10
-1.3344,-10.263817,-14.69867,2.474273,-13.82024,4.514417,0.0,0,11
-16.011202,3.679079,-15.627048,-0.170456,-9.415022,-16.086771,0.0,0,12
-28.99073,-17.418463,-20.909967,-33.292156,6.187015,10.357856,0.0,0,13
-15.172361,-10.930368,15.376568,6.549233,-0.772378,6.306866,0.0,0,14
-11.482534,3.878077,6.366585,1.898985,0.479407,4.522407,0.0,0,15
0.600533,-8.310378,-3.350518,-1.363647,-1.696568,1.962906,0.0,0,16
-1.181511,2.534843,-4.289479,1.017408,-0.186436,0.332922,0.0,0,17
-2.80663,3.976634,-2.775307,-0.101208,-0.287644,-0.796348,0.0,0,18
-2.713491,4.254612,-2.269581,1.009418,-1.036052,-0.508704,0.0,0,19
-2.440405,1.891166,-2.241569,0.290308,-1.510132,-0.844289,0.0,0,20
-1.131543,1.17133,-0.780374,-0.308951,-1.392944,-0.982784,0.0,0,21
-1.508884,2.216161,-2.122998,-0.822982,-1.246458,-0.22905,0.0,0,22
-2.843264,3.582861,-1.035708,-0.828309,-1.094646,0.300961,0.0,0,23
-2.075701,1.417707,-0.725246,-0.700467,-0.788358,0.476744,0.0,0,24
-1.283647,1.150225,-1.715589,-0.356892,-0.559308,0.324931,0.0,0,25
-1.203385,1.103225,-1.411556,0.026634,-0.287644,0.066584,0.0,0,26
-1.203385,1.103225,-1.411556,0.026634,-0.287644,0.066584,0.0,0,27
-1.830868,0.721588,-0.15677,-0.314278,0.037287,-0.194426,0.0,0,28
-1.830868,0.721588,-0.15677,-0.314278,0.037287,-0.194426,0.0,0,29
0.595128,0.683037,-1.550016,-0.330258,-0.026634,-0.175783,0.0,0,30
-1.749886,-0.849536,-1.154947,1.392944,1.065349,-1.217161,0.0,0,31
-1.749886,-0.849536,-1.154947,1.392944,1.065349,-1.217161,0.0,0,32
-1.483571,-2.264623,-2.594298,1.022735,0.625893,-1.454202,0.0,0,33
-1.244053,-2.691589,-5.883209,0.70313,0.287644,-1.11329,0.0,0,34
-0.842291,-2.359647,-6.779928,-1.166557,0.26101,-0.157139,0.0,0,35
