v0,v1,v2,v3,v4,v5,pattern,label,index
-2.998777,0.536929,1.356154,-0.077238,-1.126607,0.961478,2.0,0,0
10.750432,-8.69145,-7.787942,1.880341,1.411588,2.554174,2.0,0,1
16.973547,0.196413,-10.474157,-1.515459,-1.675261,1.028062,2.0,0,2
15.841054,2.25567,-22.38656,-7.694483,-2.849809,-11.947889,2.0,0,3
18.928274,-13.813994,-5.177891,-5.736905,8.445555,-11.875978,2.0,0,4
17.101622,-3.783791,-3.418514,-8.658624,8.12595,0.969468,2.0,0,5
11.572039,5.033674,-2.744808,-1.195854,2.828502,4.306674,2.0,0,6
6.742133,5.014321,-2.167175,1.954915,1.297062,2.349095,2.0,0,7
5.196764,3.967699,-4.395973,2.95368,-0.199753,-0.101208,2.0,0,8
4.929677,0.883037,-4.453597,2.69267,-2.138688,-1.387617,2.0,0,9
5.139895,-5.529759,-5.738054,0.636546,-3.172077,-1.408924,2.0,0,10
5.820402,-1.89065,-1.403931,0.191763,-4.184158,-1.912302,2.0,0,11
7.167839,-3.07847,1.480943,0.378199,-3.222681,-2.405026,2.0,0,12
7.094916,-5.978904,7.994283,1.398271,-2.218589,-0.841626,2.0,0,13
-1.913191,-1.61312,-1.46504,2.221253,-1.289072,0.074574,2.0,0,14
-2.242722,-1.373102,-2.652874,1.80843,-0.966804,-0.162466,2.0,0,15
-2.194152,-0.907588,-2.643947,0.9162,-0.905547,-0.159802,2.0,0,16
-2.286807,-0.922065,-0.026871,-0.029297,-1.046705,-0.591269,2.0,0,17
0.81698,-3.309464,1.101448,0.042614,-1.044042,-1.574053,2.0,0,18
1.767331,3.728653,1.589001,0.684487,0.311615,-0.964141,2.0,0,19
1.767331,3.728653,1.589001,0.684487,0.311615,-0.964141,2.0,0,20
0.049751,4.903064,-3.166848,0.01598,0.599259,-0.327595,2.0,0,21
1.725864,5.242934,0.295001,-0.303624,-0.415486,1.795113,2.0,0,22
0.188527,5.66893,-1.03326,0.942834,-0.327595,1.470182,2.0,0,23
1.704834,5.859825,-2.597141,1.36631,0.266337,1.619331,2.0,0,24
1.704834,5.859825,-2.597141,1.36631,0.266337,1.619331,2.0,0,25
0.594449,2.932773,-5.050397,2.210599,1.645964,2.018837,2.0,0,26
0.594449,2.932773,-5.050397,2.210599,1.645964,2.018837,2.0,0,27
0.193606,1.557602,-3.666522,2.695333,0.396843,1.763153,2.0,0,28
5.480176,-3.083039,-1.492921,1.430231,-0.013317,0.343575,2.0,0,29
0.592491,-4.461514,-1.71542,-0.354229,-0.412823,0.402169,2.0,0,30
11.327293,-5.091705,-5.380136,2.985641,2.468947,4.173505,2.0,0,31
18.43945,-2.896415,-10.52778,0.053267,-0.713784,2.764581,2.0,0,32
14.06473,-12.001301,-5.359341,-6.264252,1.518122,-14.869609,2.0,0,33
15.341443,-16.392916,-27.943775,-14.997451,6.738333,-13.798933,2.0,0,34
16.283918,3.445265,-4.367057,-10.42444,8.17389,-0.44212,2.0,0,35
12.24174,4.09116,-10.38605,-0.43413,3.457058,3.406454,2.0,0,36
7.755691,3.462097,-7.268771,1.5634,1.691242,2.133361,2.0,0,37
3.680144,-0.312399,-6.108216,2.567491,0.913537,0.135832,2.0,0,38
5.05208,-6.316265,-6.818255,2.2905,-0.572625,-1.022735,2.0,0,39
8.141902,-5.134652,-5.601094,2.090747,-1.744509,-0.958814,2.0,0,40
6.065801,-7.748355,-4.394412,0.721774,-3.321226,-1.483499,2.0,0,41
4.284341,-8.695992,2.301137,1.33435,-3.803296,-1.462192,2.0,0,42
5.11269,-8.12455,4.221499,1.241132,-2.780561,-0.689814,2.0,0,43
0.941269,-7.887428,4.401379,1.249122,-1.829737,0.463427,2.0,0,44
-1.68423,-2.777383,6.456205,2.367738,-0.769715,1.510132,2.0,0,45
-1.330697,-0.106411,4.123418,2.567491,-0.641873,1.566063,2.0,0,46
-4.549271,1.740416,1.060264,1.488825,-0.061258,0.713784,2.0,0,47
6.214422,2.877088,1.785729,0.561972,-1.515459,-0.165129,2.0,0,48
3.405194,4.984063,0.529723,-0.335585,-0.298298,-0.258347,2.0,0,49
0.46544,7.830167,-1.451477,1.017408,-0.468754,-0.322268,2.0,0,50
-1.67047,5.665109,-3.435465,0.500714,-0.03196,-0.399506,2.0,0,51
-1.319681,6.594759,-3.715778,0.498051,0.010653,-0.897557,2.0,0,52
3.708176,5.96582,-2.175114,-0.141159,0.239704,-1.169221,2.0,0,53
4.215265,8.503986,0.484796,-0.119852,-0.082565,-0.290308,2.0,0,54
-0.15001,7.175224,-0.32831,0.42614,-0.588605,0.269001,2.0,0,55
-0.15001,7.175224,-0.32831,0.42614,-0.588605,0.269001,2.0,0,56
4.372745,1.472133,-1.610027,3.489018,-0.452773,0.905547,2.0,0,57
3.421077,5.653319,-12.470669,-3.054888,1.38229,2.956343,2.0,0,58
