timestamp,value,anomaly_score
2014/4/1 0:00,18.09048623,0
2014/4/1 0:05,20.35984259,0
2014/4/1 0:10,21.10546985,0
2014/4/1 0:15,21.15158525,0
2014/4/1 0:20,18.13714054,0
2014/4/1 0:25,21.62566053,0
2014/4/1 0:30,21.67380669,0
2014/4/1 0:35,20.24556149,0
2014/4/1 0:40,19.9283328,0
2014/4/1 0:45,18.17946985,0
2014/4/1 0:50,20.24781657,0
2014/4/1 0:55,19.63751633,0
2014/4/1 1:00,21.09122563,0
2014/4/1 1:05,19.61553427,0
2014/4/1 1:10,20.73432333,0
2014/4/1 1:15,18.40563259,0
2014/4/1 1:20,18.53180908,0
2014/4/1 1:25,18.55884076,0
2014/4/1 1:30,18.182102,0
2014/4/1 1:35,20.16531544,0
2014/4/1 1:40,21.1758709,0
2014/4/1 1:45,20.44164481,0
2014/4/1 1:50,20.29981954,0
2014/4/1 1:55,20.72249571,0
2014/4/1 2:00,19.35858129,0
2014/4/1 2:05,19.44781629,0
2014/4/1 2:10,19.25708039,0
2014/4/1 2:15,20.84843573,0
2014/4/1 2:20,18.64656134,0
2014/4/1 2:25,18.05210112,0
2014/4/1 2:30,20.38478579,0
2014/4/1 2:35,21.76952546,0
2014/4/1 2:40,20.43763167,0
2014/4/1 2:45,21.13168661,0
2014/4/1 2:50,20.69116284,0
2014/4/1 2:55,19.98974661,0
2014/4/1 3:00,20.87356961,0
2014/4/1 3:05,21.2964165,0
2014/4/1 3:10,18.89892658,0
2014/4/1 3:15,19.34452192,0
2014/4/1 3:20,18.89490293,0
2014/4/1 3:25,19.80869182,0
2014/4/1 3:30,21.5402582,0
2014/4/1 3:35,19.3808284,0
2014/4/1 3:40,19.49786756,0
2014/4/1 3:45,21.44146894,0
2014/4/1 3:50,20.06149732,0
2014/4/1 3:55,20.141796,0
2014/4/1 4:00,21.44320481,0
2014/4/1 4:05,19.96210695,0
2014/4/1 4:10,20.72623014,0
2014/4/1 4:15,18.34257866,0
2014/4/1 4:20,18.71452685,0
2014/4/1 4:25,19.6175048,0
2014/4/1 4:30,19.97935627,0
2014/4/1 4:35,21.8629348,0
2014/4/1 4:40,21.88260653,0
2014/4/1 4:45,21.40478835,0
2014/4/1 4:50,19.26239534,0
2014/4/1 4:55,21.85611316,0
2014/4/1 5:00,20.75736346,0
2014/4/1 5:05,19.57176051,0
2014/4/1 5:10,20.80669967,0
2014/4/1 5:15,18.06609092,0
2014/4/1 5:20,18.58461873,0
2014/4/1 5:25,21.31874285,0
2014/4/1 5:30,20.58229455,0
2014/4/1 5:35,19.45677881,0
2014/4/1 5:40,20.00266656,0
2014/4/1 5:45,21.6205686,0
2014/4/1 5:50,20.52631244,0
2014/4/1 5:55,19.59259714,0
2014/4/1 6:00,18.48130663,0
2014/4/1 6:05,19.17498721,0
2014/4/1 6:10,21.91336093,0
2014/4/1 6:15,19.74945225,0
2014/4/1 6:20,19.88735786,0
2014/4/1 6:25,19.99439213,0
2014/4/1 6:30,21.53641609,0
2014/4/1 6:35,20.41571314,0
2014/4/1 6:40,20.77470815,0
2014/4/1 6:45,19.55765417,0
2014/4/1 6:50,18.11635047,0
2014/4/1 6:55,21.72389166,0
2014/4/1 7:00,21.79651072,0
2014/4/1 7:05,21.79661221,0
2014/4/1 7:10,21.77474835,0
2014/4/1 7:15,21.26096776,0
2014/4/1 7:20,20.7383842,0
2014/4/1 7:25,21.37803967,0
2014/4/1 7:30,20.40218496,0
2014/4/1 7:35,18.53747846,0
2014/4/1 7:40,19.56487266,0
2014/4/1 7:45,21.88517965,0
2014/4/1 7:50,19.40455125,0
2014/4/1 7:55,21.47131165,0
2014/4/1 8:00,18.37284588,0
2014/4/1 8:05,19.33673537,0
2014/4/1 8:10,19.4038133,0
2014/4/1 8:15,18.20641017,0
2014/4/1 8:20,18.47637732,0
2014/4/1 8:25,18.77266084,0
2014/4/1 8:30,21.35126236,0
2014/4/1 8:35,18.25360796,0
2014/4/1 8:40,19.19480361,0
2014/4/1 8:45,18.04070001,0
2014/4/1 8:50,20.78251098,0
2014/4/1 8:55,20.48121236,0
2014/4/1 9:00,69.97175876,0
2014/4/1 9:05,66.29160587,0
2014/4/1 9:10,64.03244237,0
2014/4/1 9:15,70.9963549,0
2014/4/1 9:20,72.23120307,0
2014/4/1 9:25,63.08498037,0
2014/4/1 9:30,67.82088022,0
2014/4/1 9:35,64.58253327,0
2014/4/1 9:40,63.48625331,0
2014/4/1 9:45,71.18682426,0
2014/4/1 9:50,68.51811832,0
2014/4/1 9:55,64.14012052,0
2014/4/1 10:00,74.65120017,0
2014/4/1 10:05,84.84246498,0
2014/4/1 10:10,83.01150684,0
2014/4/1 10:15,83.49677345,0
2014/4/1 10:20,76.97938775,0
2014/4/1 10:25,79.52148874,0
2014/4/1 10:30,75.68743533,0
2014/4/1 10:35,71.04608986,0
2014/4/1 10:40,76.0645957,0
2014/4/1 10:45,79.05858129,0
2014/4/1 10:50,74.29647908,0
2014/4/1 10:55,83.00019292,0
2014/4/1 11:00,73.97109693,0
2014/4/1 11:05,77.40682104,0
2014/4/1 11:10,73.55447171,0
2014/4/1 11:15,78.00645026,0
2014/4/1 11:20,72.19877339,0
2014/4/1 11:25,75.90262558,0
2014/4/1 11:30,77.9412935,0
2014/4/1 11:35,79.17274194,0
2014/4/1 11:40,80.21494689,0
2014/4/1 11:45,75.94145893,0
2014/4/1 11:50,79.88644939,0
2014/4/1 11:55,79.6632095,0
2014/4/1 12:00,76.9663782,0
2014/4/1 12:05,85.18086544,0
2014/4/1 12:10,80.63338172,0
2014/4/1 12:15,77.22353592,0
2014/4/1 12:20,87.05282729,0
2014/4/1 12:25,85.41917245,0
2014/4/1 12:30,87.6161393,0
2014/4/1 12:35,82.9760511,0
2014/4/1 12:40,77.95790461,0
2014/4/1 12:45,76.40197814,0
2014/4/1 12:50,82.5139498,0
2014/4/1 12:55,87.58783364,0
2014/4/1 13:00,82.0077547,0
2014/4/1 13:05,86.08517365,0
2014/4/1 13:10,77.24711114,0
2014/4/1 13:15,78.49241782,0
2014/4/1 13:20,86.47964374,0
2014/4/1 13:25,84.08968086,0
2014/4/1 13:30,87.68151651,0
2014/4/1 13:35,84.37597226,0
2014/4/1 13:40,79.15724902,0
2014/4/1 13:45,80.47776902,0
2014/4/1 13:50,86.3875099,0
2014/4/1 13:55,80.80694945,0
2014/4/1 14:00,76.08270584,0
2014/4/1 14:05,78.96612645,0
2014/4/1 14:10,80.25720329,0
2014/4/1 14:15,73.54398706,0
2014/4/1 14:20,83.89617558,0
2014/4/1 14:25,73.74612295,0
2014/4/1 14:30,78.47491644,0
2014/4/1 14:35,84.86988511,0
2014/4/1 14:40,79.47731069,0
2014/4/1 14:45,85.46814565,0
2014/4/1 14:50,77.46638259,0
2014/4/1 14:55,87.31798924,0
2014/4/1 15:00,75.35077153,0
2014/4/1 15:05,72.61152924,0
2014/4/1 15:10,85.95799948,0
2014/4/1 15:15,84.03443672,0
2014/4/1 15:20,75.71101456,0
2014/4/1 15:25,87.75502326,0
2014/4/1 15:30,80.03571372,0
2014/4/1 15:35,87.21620976,0
2014/4/1 15:40,80.07969157,0
2014/4/1 15:45,79.54922971,0
2014/4/1 15:50,79.18545641,0
2014/4/1 15:55,77.35726178,0
2014/4/1 16:00,80.53906932,0
2014/4/1 16:05,79.24072245,0
2014/4/1 16:10,72.58781066,0
2014/4/1 16:15,76.16681749,0
2014/4/1 16:20,75.40982001,0
2014/4/1 16:25,85.87880475,0
2014/4/1 16:30,81.581763,0
2014/4/1 16:35,84.21876791,0
2014/4/1 16:40,87.30904897,0
2014/4/1 16:45,82.30447034,0
2014/4/1 16:50,87.72159144,0
2014/4/1 16:55,76.98807701,0
2014/4/1 17:00,74.98024612,0
2014/4/1 17:05,78.45292808,0
